2640	-nan	-nan	-nan	-nan
2641	-nan	-nan	-nan	-nan
2642	-nan	-nan	-nan	-nan
2643	-nan	-nan	-nan	-nan
2644	-nan	-nan	-nan	-nan
2645	-nan	-nan	-nan	-nan
2646	-nan	-nan	-nan	-nan
2647	-nan	-nan	-nan	-nan
2648	-nan	-nan	-nan	-nan
2649	-nan	-nan	-nan	-nan
2650	-nan	-nan	-nan	-nan
2651	-nan	-nan	-nan	-nan
2652	-nan	-nan	-nan	-nan
2653	-nan	-nan	-nan	-nan
2654	-nan	-nan	-nan	-nan
2655	-nan	-nan	-nan	-nan
2656	-nan	-nan	-nan	-nan
2657	-nan	-nan	-nan	-nan
2658	-nan	-nan	-nan	-nan
2659	-nan	-nan	-nan	-nan
2660	-nan	-nan	-nan	-nan
2661	-nan	-nan	-nan	-nan
2662	-nan	-nan	-nan	-nan
2663	-nan	-nan	-nan	-nan
2664	-nan	-nan	-nan	-nan
2665	-nan	-nan	-nan	-nan
2666	-nan	-nan	-nan	-nan
2667	-nan	-nan	-nan	-nan
2668	-nan	-nan	-nan	-nan
2669	-nan	-nan	-nan	-nan
2670	-nan	-nan	-nan	-nan
2671	-nan	-nan	-nan	-nan
2672	-nan	-nan	-nan	-nan
2673	-nan	-nan	-nan	-nan
2674	-nan	-nan	-nan	-nan
2675	-nan	-nan	-nan	-nan
2676	-nan	-nan	-nan	-nan
2677	-nan	-nan	-nan	-nan
2678	-nan	-nan	-nan	-nan
2679	-nan	-nan	-nan	-nan
2680	-nan	-nan	-nan	-nan
2681	-nan	-nan	-nan	-nan
2682	-nan	-nan	-nan	-nan
2683	-nan	-nan	-nan	-nan
2684	-nan	-nan	-nan	-nan
2685	-nan	-nan	-nan	-nan
2686	-nan	-nan	-nan	-nan
2687	-nan	-nan	-nan	-nan
2688	-nan	-nan	-nan	-nan
2689	-nan	-nan	-nan	-nan
2690	-nan	-nan	-nan	-nan
2691	-nan	-nan	-nan	-nan
2692	-nan	-nan	-nan	-nan
2693	-nan	-nan	-nan	-nan
2694	-nan	-nan	-nan	-nan
2695	-nan	-nan	-nan	-nan
2696	-nan	-nan	-nan	-nan
2697	-nan	-nan	-nan	-nan
2698	-nan	-nan	-nan	-nan
2699	-nan	-nan	-nan	-nan
2700	-nan	-nan	-nan	-nan
2701	-nan	-nan	-nan	-nan
2702	-nan	-nan	-nan	-nan
2703	-nan	-nan	-nan	-nan
2704	-nan	-nan	-nan	-nan
2705	-nan	-nan	-nan	-nan
2706	-nan	-nan	-nan	-nan
2707	-nan	-nan	-nan	-nan
2708	-nan	-nan	-nan	-nan
2709	-nan	-nan	-nan	-nan
2710	-nan	-nan	-nan	-nan
2711	-nan	-nan	-nan	-nan
2712	-nan	-nan	-nan	-nan
2713	-nan	-nan	-nan	-nan
2714	-nan	-nan	-nan	-nan
2715	-nan	-nan	-nan	-nan
2716	-nan	-nan	-nan	-nan
2717	-nan	-nan	-nan	-nan
2718	-nan	-nan	-nan	-nan
2719	-nan	-nan	-nan	-nan
2720	-nan	-nan	-nan	-nan
2721	-nan	-nan	-nan	-nan
2722	-nan	-nan	-nan	-nan
2723	-nan	-nan	-nan	-nan
2724	-nan	-nan	-nan	-nan
2725	-nan	-nan	-nan	-nan
2726	-nan	-nan	-nan	-nan
2727	-nan	-nan	-nan	-nan
2728	-nan	-nan	-nan	-nan
2729	-nan	-nan	-nan	-nan
2730	-nan	-nan	-nan	-nan
2731	-nan	-nan	-nan	-nan
2732	-nan	-nan	-nan	-nan
2733	-nan	-nan	-nan	-nan
2734	-nan	-nan	-nan	-nan
2735	-nan	-nan	-nan	-nan
2736	-nan	-nan	-nan	-nan
2737	-nan	-nan	-nan	-nan
2738	-nan	-nan	-nan	-nan
2739	-nan	-nan	-nan	-nan
2740	-nan	-nan	-nan	-nan
2741	-nan	-nan	-nan	-nan
2742	-nan	-nan	-nan	-nan
2743	-nan	-nan	-nan	-nan
2744	-nan	-nan	-nan	-nan
2745	-nan	-nan	-nan	-nan
2746	-nan	-nan	-nan	-nan
2747	-nan	-nan	-nan	-nan
2748	-nan	-nan	-nan	-nan
2749	-nan	-nan	-nan	-nan
2750	-nan	-nan	-nan	-nan
2751	-nan	-nan	-nan	-nan
2752	-nan	-nan	-nan	-nan
2753	-nan	-nan	-nan	-nan
2754	-nan	-nan	-nan	-nan
2755	-nan	-nan	-nan	-nan
2756	-nan	-nan	-nan	-nan
2757	-nan	-nan	-nan	-nan
2758	-nan	-nan	-nan	-nan
2759	-nan	-nan	-nan	-nan
2760	-nan	-nan	-nan	-nan
2761	-nan	-nan	-nan	-nan
2762	-nan	-nan	-nan	-nan
2763	-nan	-nan	-nan	-nan
2764	-nan	-nan	-nan	-nan
2765	-nan	-nan	-nan	-nan
2766	-nan	-nan	-nan	-nan
2767	-nan	-nan	-nan	-nan
2768	-nan	-nan	-nan	-nan
2769	-nan	-nan	-nan	-nan
2770	-nan	-nan	-nan	-nan
2771	-nan	-nan	-nan	-nan
2772	-nan	-nan	-nan	-nan
2773	-nan	-nan	-nan	-nan
2774	-nan	-nan	-nan	-nan
2775	-nan	-nan	-nan	-nan
2776	-nan	-nan	-nan	-nan
2777	-nan	-nan	-nan	-nan
2778	-nan	-nan	-nan	-nan
2779	-nan	-nan	-nan	-nan
2780	-nan	-nan	-nan	-nan
2781	-nan	-nan	-nan	-nan
2782	-nan	-nan	-nan	-nan
2783	-nan	-nan	-nan	-nan
2784	-nan	-nan	-nan	-nan
2785	-nan	-nan	-nan	-nan
2786	-nan	-nan	-nan	-nan
2787	-nan	-nan	-nan	-nan
2788	-nan	-nan	-nan	-nan
2789	-nan	-nan	-nan	-nan
2790	-nan	-nan	-nan	-nan
2791	-nan	-nan	-nan	-nan
2792	-nan	-nan	-nan	-nan
2793	-nan	-nan	-nan	-nan
2794	-nan	-nan	-nan	-nan
2795	-nan	-nan	-nan	-nan
2796	-nan	-nan	-nan	-nan
2797	-nan	-nan	-nan	-nan
2798	-nan	-nan	-nan	-nan
2799	-nan	-nan	-nan	-nan
2800	-nan	-nan	-nan	-nan
2801	-nan	-nan	-nan	-nan
2802	-nan	-nan	-nan	-nan
2803	-nan	-nan	-nan	-nan
2804	-nan	-nan	-nan	-nan
2805	-nan	-nan	-nan	-nan
2806	-nan	-nan	-nan	-nan
2807	-nan	-nan	-nan	-nan
2808	-nan	-nan	-nan	-nan
2809	-nan	-nan	-nan	-nan
2810	-nan	-nan	-nan	-nan
2811	-nan	-nan	-nan	-nan
2812	-nan	-nan	-nan	-nan
2813	-nan	-nan	-nan	-nan
2814	-nan	-nan	-nan	-nan
2815	-nan	-nan	-nan	-nan
2816	-nan	-nan	-nan	-nan
2817	-nan	-nan	-nan	-nan
2818	-nan	-nan	-nan	-nan
2819	-nan	-nan	-nan	-nan
2820	-nan	-nan	-nan	-nan
2821	-nan	-nan	-nan	-nan
2822	-nan	-nan	-nan	-nan
2823	-nan	-nan	-nan	-nan
2824	-nan	-nan	-nan	-nan
2825	-nan	-nan	-nan	-nan
2826	-nan	-nan	-nan	-nan
2827	-nan	-nan	-nan	-nan
2828	-nan	-nan	-nan	-nan
2829	-nan	-nan	-nan	-nan
2830	-nan	-nan	-nan	-nan
2831	-nan	-nan	-nan	-nan
2832	-nan	-nan	-nan	-nan
2833	-nan	-nan	-nan	-nan
2834	-nan	-nan	-nan	-nan
2835	-nan	-nan	-nan	-nan
2836	-nan	-nan	-nan	-nan
2837	-nan	-nan	-nan	-nan
2838	-nan	-nan	-nan	-nan
2839	-nan	-nan	-nan	-nan
2840	-nan	-nan	-nan	-nan
2841	-nan	-nan	-nan	-nan
2842	-nan	-nan	-nan	-nan
2843	-nan	-nan	-nan	-nan
2844	-nan	-nan	-nan	-nan
2845	-nan	-nan	-nan	-nan
2846	-nan	-nan	-nan	-nan
2847	-nan	-nan	-nan	-nan
2848	-nan	-nan	-nan	-nan
2849	-nan	-nan	-nan	-nan
2850	-nan	-nan	-nan	-nan
2851	-nan	-nan	-nan	-nan
2852	-nan	-nan	-nan	-nan
2853	-nan	-nan	-nan	-nan
2854	-nan	-nan	-nan	-nan
2855	-nan	-nan	-nan	-nan
2856	-nan	-nan	-nan	-nan
2857	-nan	-nan	-nan	-nan
2858	-nan	-nan	-nan	-nan
2859	-nan	-nan	-nan	-nan
2860	-nan	-nan	-nan	-nan
2861	-nan	-nan	-nan	-nan
2862	-nan	-nan	-nan	-nan
2863	-nan	-nan	-nan	-nan
2864	-nan	-nan	-nan	-nan
2865	-nan	-nan	-nan	-nan
2866	-nan	-nan	-nan	-nan
2867	-nan	-nan	-nan	-nan
2868	-nan	-nan	-nan	-nan
2869	-nan	-nan	-nan	-nan
2870	-nan	-nan	-nan	-nan
2871	-nan	-nan	-nan	-nan
2872	-nan	-nan	-nan	-nan
2873	-nan	-nan	-nan	-nan
2874	-nan	-nan	-nan	-nan
2875	-nan	-nan	-nan	-nan
2876	-nan	-nan	-nan	-nan
2877	-nan	-nan	-nan	-nan
2878	-nan	-nan	-nan	-nan
2879	-nan	-nan	-nan	-nan
2880	-nan	-nan	-nan	-nan
2881	-nan	-nan	-nan	-nan
2882	-nan	-nan	-nan	-nan
2883	-nan	-nan	-nan	-nan
2884	-nan	-nan	-nan	-nan
2885	-nan	-nan	-nan	-nan
2886	-nan	-nan	-nan	-nan
2887	-nan	-nan	-nan	-nan
2888	-nan	-nan	-nan	-nan
2889	-nan	-nan	-nan	-nan
2890	-nan	-nan	-nan	-nan
2891	-nan	-nan	-nan	-nan
2892	-nan	-nan	-nan	-nan
2893	-nan	-nan	-nan	-nan
2894	-nan	-nan	-nan	-nan
2895	-nan	-nan	-nan	-nan
2896	-nan	-nan	-nan	-nan
2897	-nan	-nan	-nan	-nan
2898	-nan	-nan	-nan	-nan
2899	-nan	-nan	-nan	-nan
2900	-nan	-nan	-nan	-nan
2901	-nan	-nan	-nan	-nan
2902	-nan	-nan	-nan	-nan
2903	-nan	-nan	-nan	-nan
2904	-nan	-nan	-nan	-nan
2905	-nan	-nan	-nan	-nan
2906	-nan	-nan	-nan	-nan
2907	-nan	-nan	-nan	-nan
2908	-nan	-nan	-nan	-nan
2909	-nan	-nan	-nan	-nan
2910	-nan	-nan	-nan	-nan
2911	-nan	-nan	-nan	-nan
2912	-nan	-nan	-nan	-nan
2913	-nan	-nan	-nan	-nan
2914	-nan	-nan	-nan	-nan
2915	-nan	-nan	-nan	-nan
2916	-nan	-nan	-nan	-nan
2917	-nan	-nan	-nan	-nan
2918	-nan	-nan	-nan	-nan
2919	-nan	-nan	-nan	-nan
2920	-nan	-nan	-nan	-nan
2921	-nan	-nan	-nan	-nan
2922	-nan	-nan	-nan	-nan
2923	-nan	-nan	-nan	-nan
2924	-nan	-nan	-nan	-nan
2925	-nan	-nan	-nan	-nan
2926	-nan	-nan	-nan	-nan
2927	-nan	-nan	-nan	-nan
2928	-nan	-nan	-nan	-nan
2929	-nan	-nan	-nan	-nan
2930	-nan	-nan	-nan	-nan
2931	-nan	-nan	-nan	-nan
2932	-nan	-nan	-nan	-nan
2933	-nan	-nan	-nan	-nan
2934	-nan	-nan	-nan	-nan
2935	-nan	-nan	-nan	-nan
2936	-nan	-nan	-nan	-nan
2937	-nan	-nan	-nan	-nan
2938	-nan	-nan	-nan	-nan
2939	-nan	-nan	-nan	-nan
2940	-nan	-nan	-nan	-nan
2941	-nan	-nan	-nan	-nan
2942	-nan	-nan	-nan	-nan
2943	-nan	-nan	-nan	-nan
2944	-nan	-nan	-nan	-nan
2945	-nan	-nan	-nan	-nan
2946	-nan	-nan	-nan	-nan
2947	-nan	-nan	-nan	-nan
2948	-nan	-nan	-nan	-nan
2949	-nan	-nan	-nan	-nan
2950	-nan	-nan	-nan	-nan
2951	-nan	-nan	-nan	-nan
2952	-nan	-nan	-nan	-nan
2953	-nan	-nan	-nan	-nan
2954	-nan	-nan	-nan	-nan
2955	-nan	-nan	-nan	-nan
2956	-nan	-nan	-nan	-nan
2957	-nan	-nan	-nan	-nan
2958	-nan	-nan	-nan	-nan
2959	-nan	-nan	-nan	-nan
2960	-nan	-nan	-nan	-nan
2961	-nan	-nan	-nan	-nan
2962	-nan	-nan	-nan	-nan
2963	-nan	-nan	-nan	-nan
2964	-nan	-nan	-nan	-nan
2965	-nan	-nan	-nan	-nan
2966	-nan	-nan	-nan	-nan
2967	-nan	-nan	-nan	-nan
2968	-nan	-nan	-nan	-nan
2969	-nan	-nan	-nan	-nan
2970	-nan	-nan	-nan	-nan
2971	-nan	-nan	-nan	-nan
2972	-nan	-nan	-nan	-nan
2973	-nan	-nan	-nan	-nan
2974	-nan	-nan	-nan	-nan
2975	-nan	-nan	-nan	-nan
2976	-nan	-nan	-nan	-nan
2977	-nan	-nan	-nan	-nan
2978	-nan	-nan	-nan	-nan
2979	-nan	-nan	-nan	-nan
2980	-nan	-nan	-nan	-nan
2981	-nan	-nan	-nan	-nan
2982	-nan	-nan	-nan	-nan
2983	-nan	-nan	-nan	-nan
2984	-nan	-nan	-nan	-nan
2985	-nan	-nan	-nan	-nan
2986	-nan	-nan	-nan	-nan
2987	-nan	-nan	-nan	-nan
2988	-nan	-nan	-nan	-nan
2989	-nan	-nan	-nan	-nan
2990	-nan	-nan	-nan	-nan
2991	-nan	-nan	-nan	-nan
2992	-nan	-nan	-nan	-nan
2993	-nan	-nan	-nan	-nan
2994	-nan	-nan	-nan	-nan
2995	-nan	-nan	-nan	-nan
2996	-nan	-nan	-nan	-nan
2997	-nan	-nan	-nan	-nan
2998	-nan	-nan	-nan	-nan
2999	-nan	-nan	-nan	-nan
3000	-nan	-nan	-nan	-nan
3001	-nan	-nan	-nan	-nan
3002	-nan	-nan	-nan	-nan
3003	-nan	-nan	-nan	-nan
3004	-nan	-nan	-nan	-nan
3005	-nan	-nan	-nan	-nan
3006	-nan	-nan	-nan	-nan
3007	-nan	-nan	-nan	-nan
3008	-nan	-nan	-nan	-nan
3009	-nan	-nan	-nan	-nan
3010	-nan	-nan	-nan	-nan
3011	-nan	-nan	-nan	-nan
3012	-nan	-nan	-nan	-nan
3013	-nan	-nan	-nan	-nan
3014	-nan	-nan	-nan	-nan
3015	-nan	-nan	-nan	-nan
3016	-nan	-nan	-nan	-nan
3017	-nan	-nan	-nan	-nan
3018	-nan	-nan	-nan	-nan
3019	-nan	-nan	-nan	-nan
3020	-nan	-nan	-nan	-nan
3021	-nan	-nan	-nan	-nan
3022	-nan	-nan	-nan	-nan
3023	-nan	-nan	-nan	-nan
3024	-nan	-nan	-nan	-nan
3025	-nan	-nan	-nan	-nan
3026	-nan	-nan	-nan	-nan
3027	-nan	-nan	-nan	-nan
3028	-nan	-nan	-nan	-nan
3029	-nan	-nan	-nan	-nan
3030	-nan	-nan	-nan	-nan
3031	-nan	-nan	-nan	-nan
3032	-nan	-nan	-nan	-nan
3033	-nan	-nan	-nan	-nan
3034	-nan	-nan	-nan	-nan
3035	-nan	-nan	-nan	-nan
3036	-nan	-nan	-nan	-nan
3037	-nan	-nan	-nan	-nan
3038	-nan	-nan	-nan	-nan
3039	-nan	-nan	-nan	-nan
3040	-nan	-nan	-nan	-nan
3041	-nan	-nan	-nan	-nan
3042	-nan	-nan	-nan	-nan
3043	-nan	-nan	-nan	-nan
3044	-nan	-nan	-nan	-nan
3045	-nan	-nan	-nan	-nan
3046	-nan	-nan	-nan	-nan
3047	-nan	-nan	-nan	-nan
3048	-nan	-nan	-nan	-nan
3049	-nan	-nan	-nan	-nan
3050	-nan	-nan	-nan	-nan
3051	-nan	-nan	-nan	-nan
3052	-nan	-nan	-nan	-nan
3053	-nan	-nan	-nan	-nan
3054	-nan	-nan	-nan	-nan
3055	-nan	-nan	-nan	-nan
3056	-nan	-nan	-nan	-nan
3057	-nan	-nan	-nan	-nan
3058	-nan	-nan	-nan	-nan
3059	-nan	-nan	-nan	-nan
3060	-nan	-nan	-nan	-nan
3061	-nan	-nan	-nan	-nan
3062	-nan	-nan	-nan	-nan
3063	-nan	-nan	-nan	-nan
3064	-nan	-nan	-nan	-nan
3065	-nan	-nan	-nan	-nan
3066	-nan	-nan	-nan	-nan
3067	-nan	-nan	-nan	-nan
3068	-nan	-nan	-nan	-nan
3069	-nan	-nan	-nan	-nan
3070	-nan	-nan	-nan	-nan
3071	-nan	-nan	-nan	-nan
3072	-nan	-nan	-nan	-nan
3073	-nan	-nan	-nan	-nan
3074	-nan	-nan	-nan	-nan
3075	-nan	-nan	-nan	-nan
3076	-nan	-nan	-nan	-nan
3077	-nan	-nan	-nan	-nan
3078	-nan	-nan	-nan	-nan
3079	-nan	-nan	-nan	-nan
3080	-nan	-nan	-nan	-nan
3081	-nan	-nan	-nan	-nan
3082	-nan	-nan	-nan	-nan
3083	-nan	-nan	-nan	-nan
3084	-nan	-nan	-nan	-nan
3085	-nan	-nan	-nan	-nan
3086	-nan	-nan	-nan	-nan
3087	-nan	-nan	-nan	-nan
3088	-nan	-nan	-nan	-nan
3089	-nan	-nan	-nan	-nan
3090	-nan	-nan	-nan	-nan
3091	-nan	-nan	-nan	-nan
3092	-nan	-nan	-nan	-nan
3093	-nan	-nan	-nan	-nan
3094	-nan	-nan	-nan	-nan
3095	-nan	-nan	-nan	-nan
3096	-nan	-nan	-nan	-nan
3097	-nan	-nan	-nan	-nan
3098	-nan	-nan	-nan	-nan
3099	-nan	-nan	-nan	-nan
3100	-nan	-nan	-nan	-nan
3101	-nan	-nan	-nan	-nan
3102	-nan	-nan	-nan	-nan
3103	-nan	-nan	-nan	-nan
3104	-nan	-nan	-nan	-nan
3105	-nan	-nan	-nan	-nan
3106	-nan	-nan	-nan	-nan
3107	-nan	-nan	-nan	-nan
3108	-nan	-nan	-nan	-nan
3109	-nan	-nan	-nan	-nan
3110	-nan	-nan	-nan	-nan
3111	-nan	-nan	-nan	-nan
3112	-nan	-nan	-nan	-nan
3113	-nan	-nan	-nan	-nan
3114	-nan	-nan	-nan	-nan
3115	-nan	-nan	-nan	-nan
3116	-nan	-nan	-nan	-nan
3117	-nan	-nan	-nan	-nan
3118	-nan	-nan	-nan	-nan
3119	-nan	-nan	-nan	-nan
3120	-nan	-nan	-nan	-nan
3121	-nan	-nan	-nan	-nan
3122	-nan	-nan	-nan	-nan
3123	-nan	-nan	-nan	-nan
3124	-nan	-nan	-nan	-nan
3125	-nan	-nan	-nan	-nan
3126	-nan	-nan	-nan	-nan
3127	-nan	-nan	-nan	-nan
3128	-nan	-nan	-nan	-nan
3129	-nan	-nan	-nan	-nan
3130	-nan	-nan	-nan	-nan
3131	-nan	-nan	-nan	-nan
3132	-nan	-nan	-nan	-nan
3133	-nan	-nan	-nan	-nan
3134	-nan	-nan	-nan	-nan
3135	-nan	-nan	-nan	-nan
3136	-nan	-nan	-nan	-nan
3137	-nan	-nan	-nan	-nan
3138	-nan	-nan	-nan	-nan
3139	-nan	-nan	-nan	-nan
3140	-nan	-nan	-nan	-nan
3141	-nan	-nan	-nan	-nan
3142	-nan	-nan	-nan	-nan
3143	-nan	-nan	-nan	-nan
3144	-nan	-nan	-nan	-nan
3145	-nan	-nan	-nan	-nan
3146	-nan	-nan	-nan	-nan
3147	-nan	-nan	-nan	-nan
3148	-nan	-nan	-nan	-nan
3149	-nan	-nan	-nan	-nan
3150	-nan	-nan	-nan	-nan
3151	-nan	-nan	-nan	-nan
3152	-nan	-nan	-nan	-nan
3153	-nan	-nan	-nan	-nan
3154	-nan	-nan	-nan	-nan
3155	-nan	-nan	-nan	-nan
3156	-nan	-nan	-nan	-nan
3157	-nan	-nan	-nan	-nan
3158	-nan	-nan	-nan	-nan
3159	-nan	-nan	-nan	-nan
3160	-nan	-nan	-nan	-nan
3161	-nan	-nan	-nan	-nan
3162	-nan	-nan	-nan	-nan
3163	-nan	-nan	-nan	-nan
3164	-nan	-nan	-nan	-nan
3165	-nan	-nan	-nan	-nan
3166	-nan	-nan	-nan	-nan
3167	-nan	-nan	-nan	-nan
3168	-nan	-nan	-nan	-nan
3169	-nan	-nan	-nan	-nan
3170	-nan	-nan	-nan	-nan
3171	-nan	-nan	-nan	-nan
3172	-nan	-nan	-nan	-nan
3173	-nan	-nan	-nan	-nan
3174	-nan	-nan	-nan	-nan
3175	-nan	-nan	-nan	-nan
3176	-nan	-nan	-nan	-nan
3177	-nan	-nan	-nan	-nan
3178	-nan	-nan	-nan	-nan
3179	-nan	-nan	-nan	-nan
3180	-nan	-nan	-nan	-nan
3181	-nan	-nan	-nan	-nan
3182	-nan	-nan	-nan	-nan
3183	-nan	-nan	-nan	-nan
3184	-nan	-nan	-nan	-nan
3185	-nan	-nan	-nan	-nan
3186	-nan	-nan	-nan	-nan
3187	-nan	-nan	-nan	-nan
3188	-nan	-nan	-nan	-nan
3189	-nan	-nan	-nan	-nan
3190	-nan	-nan	-nan	-nan
3191	-nan	-nan	-nan	-nan
3192	-nan	-nan	-nan	-nan
3193	-nan	-nan	-nan	-nan
3194	-nan	-nan	-nan	-nan
3195	-nan	-nan	-nan	-nan
3196	-nan	-nan	-nan	-nan
3197	-nan	-nan	-nan	-nan
3198	-nan	-nan	-nan	-nan
3199	-nan	-nan	-nan	-nan
3200	-nan	-nan	-nan	-nan
3201	-nan	-nan	-nan	-nan
3202	-nan	-nan	-nan	-nan
3203	-nan	-nan	-nan	-nan
3204	-nan	-nan	-nan	-nan
3205	-nan	-nan	-nan	-nan
3206	-nan	-nan	-nan	-nan
3207	-nan	-nan	-nan	-nan
3208	-nan	-nan	-nan	-nan
3209	-nan	-nan	-nan	-nan
3210	-nan	-nan	-nan	-nan
3211	-nan	-nan	-nan	-nan
3212	-nan	-nan	-nan	-nan
3213	-nan	-nan	-nan	-nan
3214	-nan	-nan	-nan	-nan
3215	-nan	-nan	-nan	-nan
3216	-nan	-nan	-nan	-nan
3217	-nan	-nan	-nan	-nan
3218	-nan	-nan	-nan	-nan
3219	-nan	-nan	-nan	-nan
3220	-nan	-nan	-nan	-nan
3221	-nan	-nan	-nan	-nan
3222	-nan	-nan	-nan	-nan
3223	-nan	-nan	-nan	-nan
3224	-nan	-nan	-nan	-nan
3225	-nan	-nan	-nan	-nan
3226	-nan	-nan	-nan	-nan
3227	-nan	-nan	-nan	-nan
3228	-nan	-nan	-nan	-nan
3229	-nan	-nan	-nan	-nan
3230	-nan	-nan	-nan	-nan
3231	-nan	-nan	-nan	-nan
3232	-nan	-nan	-nan	-nan
3233	-nan	-nan	-nan	-nan
3234	-nan	-nan	-nan	-nan
3235	-nan	-nan	-nan	-nan
3236	-nan	-nan	-nan	-nan
3237	-nan	-nan	-nan	-nan
3238	-nan	-nan	-nan	-nan
3239	-nan	-nan	-nan	-nan
3240	-nan	-nan	-nan	-nan
3241	-nan	-nan	-nan	-nan
3242	-nan	-nan	-nan	-nan
3243	-nan	-nan	-nan	-nan
3244	-nan	-nan	-nan	-nan
3245	-nan	-nan	-nan	-nan
3246	-nan	-nan	-nan	-nan
3247	-nan	-nan	-nan	-nan
3248	-nan	-nan	-nan	-nan
3249	-nan	-nan	-nan	-nan
3250	-nan	-nan	-nan	-nan
3251	-nan	-nan	-nan	-nan
3252	-nan	-nan	-nan	-nan
3253	-nan	-nan	-nan	-nan
3254	-nan	-nan	-nan	-nan
3255	-nan	-nan	-nan	-nan
3256	-nan	-nan	-nan	-nan
3257	-nan	-nan	-nan	-nan
3258	-nan	-nan	-nan	-nan
3259	-nan	-nan	-nan	-nan
3260	-nan	-nan	-nan	-nan
3261	-nan	-nan	-nan	-nan
3262	-nan	-nan	-nan	-nan
3263	-nan	-nan	-nan	-nan
3264	-nan	-nan	-nan	-nan
3265	-nan	-nan	-nan	-nan
3266	-nan	-nan	-nan	-nan
3267	-nan	-nan	-nan	-nan
3268	-nan	-nan	-nan	-nan
3269	-nan	-nan	-nan	-nan
3270	-nan	-nan	-nan	-nan
3271	-nan	-nan	-nan	-nan
3272	-nan	-nan	-nan	-nan
3273	-nan	-nan	-nan	-nan
3274	-nan	-nan	-nan	-nan
3275	-nan	-nan	-nan	-nan
3276	-nan	-nan	-nan	-nan
3277	-nan	-nan	-nan	-nan
3278	-nan	-nan	-nan	-nan
3279	-nan	-nan	-nan	-nan
3280	-nan	-nan	-nan	-nan
3281	-nan	-nan	-nan	-nan
3282	-nan	-nan	-nan	-nan
3283	-nan	-nan	-nan	-nan
3284	-nan	-nan	-nan	-nan
3285	-nan	-nan	-nan	-nan
3286	-nan	-nan	-nan	-nan
3287	-nan	-nan	-nan	-nan
3288	-nan	-nan	-nan	-nan
3289	-nan	-nan	-nan	-nan
3290	-nan	-nan	-nan	-nan
3291	-nan	-nan	-nan	-nan
3292	-nan	-nan	-nan	-nan
3293	-nan	-nan	-nan	-nan
3294	-nan	-nan	-nan	-nan
3295	-nan	-nan	-nan	-nan
3296	-nan	-nan	-nan	-nan
3297	-nan	-nan	-nan	-nan
3298	-nan	-nan	-nan	-nan
3299	-nan	-nan	-nan	-nan
3300	-nan	-nan	-nan	-nan
3301	-nan	-nan	-nan	-nan
3302	-nan	-nan	-nan	-nan
3303	-nan	-nan	-nan	-nan
3304	-nan	-nan	-nan	-nan
3305	-nan	-nan	-nan	-nan
3306	-nan	-nan	-nan	-nan
3307	-nan	-nan	-nan	-nan
3308	-nan	-nan	-nan	-nan
3309	-nan	-nan	-nan	-nan
3310	-nan	-nan	-nan	-nan
3311	-nan	-nan	-nan	-nan
3312	-nan	-nan	-nan	-nan
3313	-nan	-nan	-nan	-nan
3314	-nan	-nan	-nan	-nan
3315	-nan	-nan	-nan	-nan
3316	-nan	-nan	-nan	-nan
3317	-nan	-nan	-nan	-nan
3318	-nan	-nan	-nan	-nan
3319	-nan	-nan	-nan	-nan
3320	-nan	-nan	-nan	-nan
3321	-nan	-nan	-nan	-nan
3322	-nan	-nan	-nan	-nan
3323	-nan	-nan	-nan	-nan
3324	-nan	-nan	-nan	-nan
3325	-nan	-nan	-nan	-nan
3326	-nan	-nan	-nan	-nan
3327	-nan	-nan	-nan	-nan
3328	-nan	-nan	-nan	-nan
3329	-nan	-nan	-nan	-nan
3330	-nan	-nan	-nan	-nan
3331	-nan	-nan	-nan	-nan
3332	-nan	-nan	-nan	-nan
3333	-nan	-nan	-nan	-nan
3334	-nan	-nan	-nan	-nan
3335	-nan	-nan	-nan	-nan
3336	-nan	-nan	-nan	-nan
3337	-nan	-nan	-nan	-nan
3338	-nan	-nan	-nan	-nan
3339	-nan	-nan	-nan	-nan
3340	-nan	-nan	-nan	-nan
3341	-nan	-nan	-nan	-nan
3342	-nan	-nan	-nan	-nan
3343	-nan	-nan	-nan	-nan
3344	-nan	-nan	-nan	-nan
3345	-nan	-nan	-nan	-nan
3346	-nan	-nan	-nan	-nan
3347	-nan	-nan	-nan	-nan
3348	-nan	-nan	-nan	-nan
3349	-nan	-nan	-nan	-nan
3350	-nan	-nan	-nan	-nan
3351	-nan	-nan	-nan	-nan
3352	-nan	-nan	-nan	-nan
3353	-nan	-nan	-nan	-nan
3354	-nan	-nan	-nan	-nan
3355	-nan	-nan	-nan	-nan
3356	-nan	-nan	-nan	-nan
3357	-nan	-nan	-nan	-nan
3358	-nan	-nan	-nan	-nan
3359	-nan	-nan	-nan	-nan
3360	-nan	-nan	-nan	-nan
3361	-nan	-nan	-nan	-nan
3362	-nan	-nan	-nan	-nan
3363	-nan	-nan	-nan	-nan
3364	-nan	-nan	-nan	-nan
3365	-nan	-nan	-nan	-nan
3366	-nan	-nan	-nan	-nan
3367	-nan	-nan	-nan	-nan
3368	-nan	-nan	-nan	-nan
3369	-nan	-nan	-nan	-nan
3370	-nan	-nan	-nan	-nan
3371	-nan	-nan	-nan	-nan
3372	-nan	-nan	-nan	-nan
3373	-nan	-nan	-nan	-nan
3374	-nan	-nan	-nan	-nan
3375	-nan	-nan	-nan	-nan
